label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
0,1954,"discovery of multiple-level association rules from large databases j han , y fu 1995",,vldb,,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,1288,"scalable parallel data mining for association rules e han , g karypis , v kumar 1997",,sigmod conference,,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,1439,mining quantitative association rules in large relational tables sigmod conference,"r srikant , r agrawal",,1996.0,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,2255,"fast algorithms for universal quantification in large databases g graefe , r cole acm trans . database syst .",,,1995.0,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,1133,"cure : an efficient clustering algorithm for large databases s guha , r rastogi , k shim",,sigmod conference,1998.0,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,1543,an effective hash based algorithm for mining association rules sigmod conference,"j park , m chen , p yu",,1995.0,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,1643,algorithms for mining distance-based outliers in large datasets vldb 1998,"e knorr , r ng",,,61742,"an efficient algorithm for mining association rules in large databases s ashok proceedings of the 21th international conference on very & hellip ; ,",,,
0,631,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,95,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,1953,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998.0,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,506,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002.0,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,1288,"scalable parallel data mining for association rules e han , g karypis , v kumar 1997",,sigmod conference,,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,772,efficient algorithms for mining outliers from large data sets 2000,"s ramaswamy , r rastogi , k shim",sigmod conference,,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,1543,an effective hash based algorithm for mining association rules sigmod conference,"j park , m chen , p yu",,1995.0,31232,new algorithms for efficient mining of association rules,"l shen , h shen , l cheng",,
0,631,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,,46078,an efficient distributed algorithm for computing association rules,"y li , x lin , cp tsang",,
0,1543,an effective hash based algorithm for mining association rules sigmod conference,"j park , m chen , p yu",,1995.0,46078,an efficient distributed algorithm for computing association rules,"y li , x lin , cp tsang",,
0,631,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
1,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,612,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998.0,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,1288,"scalable parallel data mining for association rules e han , g karypis , v kumar 1997",,sigmod conference,,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,1329,beyond market baskets : generalizing association rules to correlations 1997,"s brin , r motwani , c silverstein",sigmod conference,,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,1214,query flocks : a generalization of association-rule mining 1998,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,2568,sampling large databases for association rules 1996,h toivonen,vldb,,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,1439,mining quantitative association rules in large relational tables sigmod conference,"r srikant , r agrawal",,1996.0,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,2332,"data mining with optimized two-dimensional association rules t fukuda , y morimoto , s morishita , t tokuyama acm trans . database syst . 2001",,,,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,1543,an effective hash based algorithm for mining association rules sigmod conference,"j park , m chen , p yu",,1995.0,19951,mining generalized association rules,"s ramakrishnan , a rakesh","proceedings of 21 stvldb conference , zurich , switzerland ,",
0,631,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,,33808,"scalable , distributed and dynamic mining of association rules vs ananthanarayana , dk subramanian , mn murty",,,
0,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,33808,"scalable , distributed and dynamic mining of association rules vs ananthanarayana , dk subramanian , mn murty",,,
0,1288,"scalable parallel data mining for association rules e han , g karypis , v kumar 1997",,sigmod conference,,33808,"scalable , distributed and dynamic mining of association rules vs ananthanarayana , dk subramanian , mn murty",,,
0,631,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,,1459,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",
0,95,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,,1459,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",
1,1953,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,1459,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",
0,1954,"discovery of multiple-level association rules from large databases j han , y fu 1995",,vldb,,1459,an efficient algorithm for mining association rules in large databases,"ase omiecinski , s navathe","i > proc . 21st int &#39; l conf . very large data bases , < / i > morgan & hellip ; ,",
